tweet_id,author,text,date,url,text_cleaned,sentiment,catégorie,priority,urgent,besoin_reponse,estimation_resolution,réclamations
142,JayDeforges,bonjour free ! incidents en ce moment en fibre sur la france ? dans l’herault ? béziers ? merci de votre réponse,2024-07-19 18:27:16+00:00,https://twitter.com/JayDeforges/status/1814366412007256112,bonjour free ! incidents en ce moment en fibre sur la france ? dans l'herault ? beziers ? merci de votre reponse,positif,fibre,basse,False,False,72,non
3707,BBenus,"hey &amp; , c'est normal qu'en plein lyon, dans un immeuble avec la fibre, un appartement avec un boitier fibre on me balade depuis plusieurs mois sans me raccorder en me donnant une excuse différente a chaque appel du 3244 ?",2025-06-10 09:24:00+00:00,https://twitter.com/BBenus/status/1932368139502948846,"hey &amp; , c'est normal qu'en plein lyon, dans un immeuble avec la fibre, un appartement avec un boitier fibre on me balade depuis plusieurs mois sans me raccorder en me donnant une excuse differente a chaque appel du 3244 ?",neutre,fibre,basse,False,False,72,non
1246,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés f4tugnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-13 15:31:42+00:00,https://twitter.com/Freebox/status/1834615948256379167,"la messagerie privee x n'est plus disponible, et nous en sommes desoles f4tugnnretrouvez-nous des a present sur messenger &gt; nou via",neutre,autre,basse,False,False,72,non
491,Alkewox,plus stable que ma co ethernet,2024-08-06 17:26:19+00:00,https://twitter.com/Alkewox/status/1820874054846587334,plus stable que ma co ethernet,neutre,autre,basse,False,False,72,non
1261,GuillaumeLaurie,"il y a un temps où tu appelais tu tombais sur un technicien, puis un temps où tu pouvais chatter en direct.nc'était le bon vieux temps, maintenant tu laisses un message, personne le regarde et t'indiques temps moyen 45 min alors que t'attends depuis 2h une réponse",2024-09-13 18:09:16+00:00,https://twitter.com/GuillaumeLaurie/status/1834655603794285024,"il y a un temps ou tu appelais tu tombais sur un technicien, puis un temps ou tu pouvais chatter en direct.nc'etait le bon vieux temps, maintenant tu laisses un message, personne le regarde et t'indiques temps moyen 45 min alors que t'attends depuis 2h une reponse",positif,fibre,basse,False,False,72,non
526,t_5502m,"c’est quoi cette arnaque ? pourquoi nous pouvons seulement passer à un abonnement box supérieur, mais pas à un abonnement inférieur ? déjà que je suis contraint de passer chez vous car vous faites de la concurrence déloyale avec l’installation de la fibre dans mon immeuble.",2024-08-07 22:11:12+00:00,https://twitter.com/t_5502m/status/1821308136642289679,"c'est quoi cette arnaque ? pourquoi nous pouvons seulement passer a un abonnement box superieur, mais pas a un abonnement inferieur ? deja que je suis contraint de passer chez vous car vous faites de la concurrence deloyale avec l'installation de la fibre dans mon immeuble.",positif,fibre,basse,False,False,72,non
3165,hallunez,jai pas de co depuis 3 semaines allooooo,2025-03-25 16:20:08+00:00,https://twitter.com/hallunez/status/1904568997368181113,jai pas de co depuis 3 semaines allooooo,neutre,autre,basse,False,False,72,non
3708,Freebox,"bonjour,nnsi la situation est toujours d'actualité, je vous invite à nous contacter dès à présent sur messenger : n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-10 09:45:08+00:00,https://twitter.com/Freebox/status/1932373456269582799,"bonjour,nnsi la situation est toujours d'actualite, je vous invite a nous contacter des a present sur messenger : n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,service,basse,False,False,72,non
3399,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nretrouvez-moi dès à présent sur messenger afin de faire le point sur votre incident. n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-13 10:03:53+00:00,https://twitter.com/Freebox/status/1922231317065830437,"bonjour,nnla messagerie privee x n'est plus disponible.nretrouvez-moi des a present sur messenger afin de faire le point sur votre incident. n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,basse,False,False,72,non
204,scarabaie,tintin il a autant de meufs ??,2024-07-22 11:43:40+00:00,https://twitter.com/scarabaie/status/1815352004689990054,tintin il a autant de meufs ??,neutre,autre,basse,False,False,72,non
61,coWiqx,"ne passez pas chez free !! depuis le mois de mai, j'attends qu'ils me rendent ma clé avec laquelle l'installateur free est parti !!",2024-07-17 20:28:09+00:00,https://twitter.com/coWiqx/status/1813672057575731665,"ne passez pas chez free !! depuis le mois de mai, j'attends qu'ils me rendent ma cle avec laquelle l'installateur free est parti !!",neutre,autre,basse,False,False,72,non
1559,PhBourlitio,"bonjour je suis chez aussi. même constat impuissant : l'opérateur répète intervention en cours, il ne veut pas comprendre qu'il faut juste venir rebrancher la fibre de ses abonnés. mes voisins hors sont reconnectés depuis pls jours eux !",2024-09-28 17:12:54+00:00,https://twitter.com/PhBourlitio/status/1840077234381476339,"bonjour je suis chez aussi. meme constat impuissant : l'operateur repete intervention en cours, il ne veut pas comprendre qu'il faut juste venir rebrancher la fibre de ses abonnes. mes voisins hors sont reconnectes depuis pls jours eux !",positif,fibre,basse,False,False,72,non
267,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés badjudatella. nnretrouvez-moi dès à présent sur messengern sommes également disponibles via d'autres canauxn – free",2024-07-25 07:51:23+00:00,https://twitter.com/Freebox/status/1816380712934593013,"la messagerie privee x n'est plus disponible, et nous en sommes desoles badjudatella. nnretrouvez-moi des a present sur messengern sommes egalement disponibles via d'autres canauxn - free",neutre,autre,basse,False,False,72,non
2314,BreveRupture,ca va free les abonnements involontaires ? j'ai prime et tf1 pour rien au monde je ne paierai pour ca,2024-11-06 18:41:43+00:00,https://twitter.com/BreveRupture/status/1854232713927983508,ca va free les abonnements involontaires ? j'ai prime et tf1 pour rien au monde je ne paierai pour ca,positif,facturation,basse,False,False,72,non
1796,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés hszpielman94371nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-10-08 11:31:15+00:00,https://twitter.com/Freebox/status/1843615134289174682,"la messagerie privee x n'est plus disponible, et nous en sommes desoles hszpielman94371nnretrouvez-nous des a present sur messenger &gt; nou via",neutre,autre,basse,False,False,72,non
2096,ctarkos,hello problèmes de réception de ma chaîne essentielle canal 176 . un problème général ? merci de votre réponse,2024-10-23 09:02:01+00:00,https://twitter.com/ctarkos/status/1849013397108523483,hello problemes de reception de ma chaine essentielle canal 176 . un probleme general ? merci de votre reponse,positif,autre,basse,False,False,72,non
3501,zekarant,"bon, , une heure que j'ai plus d'internet et que ma pop reste bloquée en étape 6, je paye pas pour voir des voyants rouges",2025-05-23 22:03:16+00:00,https://twitter.com/zekarant/status/1926036234050154513,"bon, , une heure que j'ai plus d'internet et que ma pop reste bloquee en etape 6, je paye pas pour voir des voyants rouges",positif,internet,basse,False,False,72,non
312,pochotcom,"espérons que vous pourrez recruter au plus vite , car attendre plus de 8 jours pour se faire dépanner, c’est inadmissible, d’autant plus que sur le facture ces 8 jours ne seront pas déduits de la facture .",2024-07-28 20:54:05+00:00,https://twitter.com/pochotcom/status/1817664848471175324,"esperons que vous pourrez recruter au plus vite , car attendre plus de 8 jours pour se faire depanner, c'est inadmissible, d'autant plus que sur le facture ces 8 jours ne seront pas deduits de la facture .",negatif,facturation,haute,True,True,2,oui
469,lasticot59,"bonjour,comment est-ce possible d’avoir un conseiller compétent et poli chez vous ?",2024-08-05 18:21:37+00:00,https://twitter.com/lasticot59/status/1820525583165776261,"bonjour,comment est-ce possible d'avoir un conseiller competent et poli chez vous ?",positif,service,basse,False,False,72,non
196,laleloulelo,enfin quand ça marche hein ??,2024-07-21 18:54:49+00:00,https://twitter.com/laleloulelo/status/1815098119929135332,enfin quand ca marche hein ??,neutre,autre,basse,False,False,72,non
1312,Antoine_msk,"j'ai entamé le déménagement de ma fibre il y a plus de 2 semaines, et les conseillers me mentent toujours (il suffit de brancher dans le nouveau logement et ça ira, mais pas du tout). je ne peux pas travailler sans internet et je suis obligé de payer en attendant. honteux",2024-09-17 19:49:24+00:00,https://twitter.com/Antoine_msk/status/1836130352261431349,"j'ai entame le demenagement de ma fibre il y a plus de 2 semaines, et les conseillers me mentent toujours (il suffit de brancher dans le nouveau logement et ca ira, mais pas du tout). je ne peux pas travailler sans internet et je suis oblige de payer en attendant. honteux",neutre,fibre,haute,True,False,2,non
2441,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés nedxmacbethxnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-11-14 09:29:20+00:00,https://twitter.com/Freebox/status/1856992805739991267,"la messagerie privee x n'est plus disponible, et nous en sommes desoles nedxmacbethxnnretrouvez-nous des a present sur messenger &gt; nou via",neutre,autre,basse,False,False,72,non
850,dogue_allemand,comment faire la demande de remboursement ? cela presque 20 ans que ns sommes chez et première fois que la panne dure aussi longtemps et sans réponse de leur part.,2024-08-26 06:31:36+00:00,https://twitter.com/dogue_allemand/status/1827957045108084920,comment faire la demande de remboursement ? cela presque 20 ans que ns sommes chez et premiere fois que la panne dure aussi longtemps et sans reponse de leur part.,negatif,facturation,basse,False,True,72,oui
672,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés.nnpouvez-vous nous retrouver sur messenger &gt; ou via – free",2024-08-17 12:59:58+00:00,https://twitter.com/Freebox/status/1824793290593407169,"la messagerie privee x n'est plus disponible, et nous en sommes desoles.nnpouvez-vous nous retrouver sur messenger &gt; ou via - free",neutre,autre,basse,False,False,72,non
625,daniel36363636,"bonjour, j'ai fait du ménage dans ma boîte aux lettres zimbra free, elle ne charge toujours pas de nouveaux messages, y a-t-il quelque chose à faire pour la réamorcer ?",2024-08-13 13:23:46+00:00,https://twitter.com/daniel36363636/status/1823349728110637391,"bonjour, j'ai fait du menage dans ma boite aux lettres zimbra free, elle ne charge toujours pas de nouveaux messages, y a-t-il quelque chose a faire pour la reamorcer ?",positif,autre,basse,False,False,72,non
982,KayaGiardi,"encore une antenne en panne ? en 1 mois j’ai passé une semaine en aucun service des que je sors de chez moi, il faudrait peut faire quelques chose et surtout avoir des conseillers qui ont des réponses à nos questions",2024-09-02 23:35:03+00:00,https://twitter.com/KayaGiardi/status/1830751323832103353,"encore une antenne en panne ? en 1 mois j'ai passe une semaine en aucun service des que je sors de chez moi, il faudrait peut faire quelques chose et surtout avoir des conseillers qui ont des reponses a nos questions",negatif,technique,haute,True,True,2,non
1992,haachy12,c’etait un problème de connexion aussi pour avoir une réponse 2jour après ?,2024-10-18 08:48:33+00:00,https://twitter.com/haachy12/status/1847198067860156664,c'etait un probleme de connexion aussi pour avoir une reponse 2jour apres ?,neutre,réseau,basse,False,False,72,non
619,MHW2007,problème de box en plein été depuis 3 jours et on te donne un rdv le 27/08 quid du télé travail et autres utilités de cette box ...etc ... grrrrr aucune autre solution proposée,2024-08-13 08:30:12+00:00,https://twitter.com/MHW2007/status/1823275849497350150,probleme de box en plein ete depuis 3 jours et on te donne un rdv le 27/08 quid du tele travail et autres utilites de cette box ...etc ... grrrrr aucune autre solution proposee,neutre,fibre,haute,True,False,2,non
3372,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger si le souci est toujours d'actualité :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-07 11:54:50+00:00,https://twitter.com/Freebox/status/1920084908535361960,"bonjour,nnla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger si le souci est toujours d'actualite :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,moyenne,False,False,48,non
2019,cneqma,"résilier un abonnement pour une personne décédée c'est constater que l'humanité ne fait pas partie de leur charte...n1/ sur le site c'est indiqué de faire un courrier recommandé, mais l'adresse n'est pas indiquée...",2024-10-20 17:40:53+00:00,https://twitter.com/cneqma/status/1848056809631756384,"resilier un abonnement pour une personne decedee c'est constater que l'humanite ne fait pas partie de leur charte...n1/ sur le site c'est indique de faire un courrier recommande, mais l'adresse n'est pas indiquee...",positif,facturation,basse,False,False,72,non
1018,Seb4Ko,alors déjà est incapable de me donner un rendez-vous pour m'installer la fibre depuis **2 mois** ! mais en plus les conseillers que l'on a au téléphone sont super désagréables (en plus d'être incompétents donc). bravo !!,2024-09-04 09:17:47+00:00,https://twitter.com/Seb4Ko/status/1831260359572832752,alors deja est incapable de me donner un rendez-vous pour m'installer la fibre depuis **2 mois** ! mais en plus les conseillers que l'on a au telephone sont super desagreables (en plus d'etre incompetents donc). bravo !!,positif,fibre,basse,False,False,72,non
2121,chickenboubou94,bonjour merci free de prendre en compte ma demande de résiliation depuis le début de tous mes problèmes de dysfonctionnement émission réception malgré le changement de matériel et les offres promotionnelle que je n’ai jamais pu en profiter merci stop ️,2024-10-24 08:48:21+00:00,https://twitter.com/chickenboubou94/status/1849372345904791712,bonjour merci free de prendre en compte ma demande de resiliation depuis le debut de tous mes problemes de dysfonctionnement emission reception malgre le changement de materiel et les offres promotionnelle que je n'ai jamais pu en profiter merci stop,positif,autre,basse,False,True,72,oui
825,iscoshow,depuis hier le psn impossible de rentrer dans fifa ultimate team et de jouer à certains jeux en ligne ? comment je fais ? 50€ par mois et aucune possibilités de profité de ma co,2024-08-24 17:46:56+00:00,https://twitter.com/iscoshow/status/1827402222717825236,depuis hier le psn impossible de rentrer dans fifa ultimate team et de jouer a certains jeux en ligne ? comment je fais ? 50EUR par mois et aucune possibilites de profite de ma co,negatif,autre,haute,True,True,2,non
548,girod_s,"hey !nmon collegue a des soucis de freebox, et vu que le numero lie a son compte est son fixe (qui ne marche pas non plus du coup...), il ne peut pas vous contacter.netant donne que son portable a un numero italien, il ne peut pas non le mettre dans le chat en ligne...",2024-08-08 11:36:19+00:00,https://twitter.com/girod_s/status/1821510749144903878,"hey !nmon collegue a des soucis de freebox, et vu que le numero lie a son compte est son fixe (qui ne marche pas non plus du coup...), il ne peut pas vous contacter.netant donne que son portable a un numero italien, il ne peut pas non le mettre dans le chat en ligne...",negatif,fibre,moyenne,False,True,48,non
2176,Freebox,"bonjour xbeaudouin,nnje comprends votre interrogation, sachez que si votre compte est concerné, vous avez reçu ou recevrez rapidement un email de free, sur votre adresse email de contact. nvous y trouverez toutes les informations à connaitre.",2024-10-26 09:07:11+00:00,https://twitter.com/Freebox/status/1850101859660321227,"bonjour xbeaudouin,nnje comprends votre interrogation, sachez que si votre compte est concerne, vous avez recu ou recevrez rapidement un email de free, sur votre adresse email de contact. nvous y trouverez toutes les informations a connaitre.",positif,service,basse,False,False,72,non
2277,Kouameahh,il y a le live ankama a 16h vous avez intérêt a réparer ma connexion avant,2024-11-05 11:46:11+00:00,https://twitter.com/Kouameahh/status/1853765754543329383,il y a le live ankama a 16h vous avez interet a reparer ma connexion avant,neutre,réseau,basse,False,False,72,non
3424,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger afin que l'on puisse étudier votre changement de freebox :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-16 14:25:42+00:00,https://twitter.com/Freebox/status/1923384366782181562,"bonjour,nnla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger afin que l'on puisse etudier votre changement de freebox :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,fibre,basse,False,False,72,non
327,PETERASSE,et me voilà chez free depuis 1 mois avec la box ultra à 8mb. installation du matériel coupure permanente et péniblement 1 mb. alors retour chez orange qui sont plus performant sans soucis. attention si vous prenez free c est honteux,2024-07-29 07:55:13+00:00,https://twitter.com/PETERASSE/status/1817831228206117309,et me voila chez free depuis 1 mois avec la box ultra a 8mb. installation du materiel coupure permanente et peniblement 1 mb. alors retour chez orange qui sont plus performant sans soucis. attention si vous prenez free c est honteux,positif,réseau,moyenne,False,False,48,non
2896,sul_tan000,mais c’est trop !! tous les mois j’ai une coupure internet,2024-12-11 08:55:15+00:00,https://twitter.com/sul_tan000/status/1866768698981470255,mais c'est trop !! tous les mois j'ai une coupure internet,neutre,réseau,moyenne,False,False,48,non
3644,hpaszt,"installation du fibre free, fonctionne pas. je dois attendre 2 jours. qui va payer 2 jours des 3 trav. independent s?",2025-06-04 16:35:21+00:00,https://twitter.com/hpaszt/status/1930302363337687520,"installation du fibre free, fonctionne pas. je dois attendre 2 jours. qui va payer 2 jours des 3 trav. independent s?",neutre,fibre,basse,False,False,72,non
1733,CreatisJ24318,donc j'appel pour une montee en gamme revolution vers --&gt; ultra (avec netflix prime ect) je souhaite beneficier des frais de migration et/ou avoir le tarif nouveau client : non ok bha go chez comme les mobiles,2024-10-04 15:30:20+00:00,https://twitter.com/CreatisJ24318/status/1842225752663605596,donc j'appel pour une montee en gamme revolution vers --&gt; ultra (avec netflix prime ect) je souhaite beneficier des frais de migration et/ou avoir le tarif nouveau client : non ok bha go chez comme les mobiles,neutre,mobile,basse,False,False,72,non
3131,Y4nn_P,"bo jour free, nbesoin d’aide résiliation freebox svp nimpossible d’y arriver sans le code secret nmerci",2025-03-20 15:01:15+00:00,https://twitter.com/Y4nn_P/status/1902737203219890477,"bo jour free, nbesoin d'aide resiliation freebox svp nimpossible d'y arriver sans le code secret nmerci",neutre,fibre,basse,False,False,72,non
2844,monsieurnaudin,3j en étape 2. en 2028 me fournira internet normalement… n je paye 100k pour savoir pourquoi 2 câbles connectés donnent se résultat,2024-12-07 12:16:21+00:00,https://twitter.com/monsieurnaudin/status/1865369755827236937,3j en etape 2. en 2028 me fournira internet normalement... n je paye 100k pour savoir pourquoi 2 cables connectes donnent se resultat,neutre,internet,basse,False,False,72,non
1411,AngelCyrusLive,"pas mal ma mère n'as plus d'internet depuis ce matin et ce n'est pas la première fois que ça se produit, dans son village elle ne capte pas le réseau mobile et quand elle a contacter l'assistance ont lui répond un tech passe le 30 septembre, c'est une blague ?",2024-09-21 12:41:03+00:00,https://twitter.com/AngelCyrusLive/status/1837472106163950064,"pas mal ma mere n'as plus d'internet depuis ce matin et ce n'est pas la premiere fois que ca se produit, dans son village elle ne capte pas le reseau mobile et quand elle a contacter l'assistance ont lui repond un tech passe le 30 septembre, c'est une blague ?",neutre,mobile,moyenne,False,False,48,non
2300,Paul_DBN,",nnil y a moyen de contacter le support ici ou sur messenger ouuuuuu ?",2024-11-06 09:40:05+00:00,https://twitter.com/Paul_DBN/status/1854096408372269368,",nnil y a moyen de contacter le support ici ou sur messenger ouuuuuu ?",neutre,service,basse,False,False,72,non
82,Francedz213,"impossible de contacter l’assistance free si c’est pas avec le numero de mobile de la personne concernée ! super, on peut pas aider les retraités !!",2024-07-19 12:31:22+00:00,https://twitter.com/Francedz213/status/1814276844889289006,"impossible de contacter l'assistance free si c'est pas avec le numero de mobile de la personne concernee ! super, on peut pas aider les retraites !!",neutre,mobile,basse,False,False,72,non
2986,NadjiBoyy,"rendez-moi internet peut être nan ? nça fait deux jours que j’appelle, avant hier on me dit x, hier y, et la z frr nfaut pas prendre les gens pour des cons nn plus.",2025-02-22 12:57:38+00:00,https://twitter.com/NadjiBoyy/status/1893284009448268220,"rendez-moi internet peut etre nan ? nca fait deux jours que j'appelle, avant hier on me dit x, hier y, et la z frr nfaut pas prendre les gens pour des cons nn plus.",neutre,mobile,basse,False,False,72,non
2506,Dypapopoulos,"vous venez de perdre un client, ciao.",2024-11-19 17:32:39+00:00,https://twitter.com/Dypapopoulos/status/1858926375526429176,"vous venez de perdre un client, ciao.",neutre,autre,basse,False,False,72,non
2310,Zeppelissvm,vous etes les pires opérateurs de france je vais resilier à tout jamais,2024-11-06 15:54:11+00:00,https://twitter.com/Zeppelissvm/status/1854190551857578329,vous etes les pires operateurs de france je vais resilier a tout jamais,neutre,autre,basse,False,False,72,non
964,Ik3bukur0,"je vous en supplie envoyez un technicien. 5 jours sans wifi, j'en peux pluuus !!",2024-09-02 15:13:24+00:00,https://twitter.com/Ik3bukur0/status/1830625078662365519,"je vous en supplie envoyez un technicien. 5 jours sans wifi, j'en peux pluuus !!",neutre,fibre,basse,False,False,72,non
3323,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. retrouvez-moi dès à présent pour suivre votre raccordement :n▶️ sommes également disponibles via d'autres canaux pour suivre :n▶️ - freen",2025-04-29 12:20:39+00:00,https://twitter.com/Freebox/status/1917192302021190025,"bonjour,nnla messagerie privee x n'est plus disponible. retrouvez-moi des a present pour suivre votre raccordement :n play_button sommes egalement disponibles via d'autres canaux pour suivre :n play_button - freen",positif,autre,basse,False,False,72,non
3395,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible, et nous en sommes désolés. nretrouvez-moi dès à présent sur messenger pour vérifier cela :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-12 17:15:29+00:00,https://twitter.com/Freebox/status/1921977543432745377,"bonjour,nnla messagerie privee x n'est plus disponible, et nous en sommes desoles. nretrouvez-moi des a present sur messenger pour verifier cela :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,basse,False,False,72,non
828,Fabdesrosiers,"démarche pour installer l’adsl débutée le 13/07, le 25/08 n’a toujours pas réussi à collaborer avec pour finaliser ma connexion. incapable de débloquer la situation et repoussent de jours en jours la connexion!",2024-08-25 07:58:05+00:00,https://twitter.com/Fabdesrosiers/status/1827616422857425097,"demarche pour installer l'adsl debutee le 13/07, le 25/08 n'a toujours pas reussi a collaborer avec pour finaliser ma connexion. incapable de debloquer la situation et repoussent de jours en jours la connexion!",neutre,réseau,basse,False,False,72,non
2367,AngelCyrusLive,"pas mal le service fibre, installation hier ne fonctionne déjà plus.nc'est encore plus fun quand on es en télétravail et d'astreinte",2024-11-09 16:05:03+00:00,https://twitter.com/AngelCyrusLive/status/1855280451528577143,"pas mal le service fibre, installation hier ne fonctionne deja plus.nc'est encore plus fun quand on es en teletravail et d'astreinte",neutre,fibre,haute,True,False,2,non
1841,BorisBloche,je languis… nnfree freebox ⁦⁩,2024-10-10 11:31:36+00:00,https://twitter.com/BorisBloche/status/1844339997240897541,je languis... nnfree freebox,neutre,fibre,basse,False,False,72,non
2061,MeloarFreilhec,c’était pas l’année dernière ça ?,2024-10-22 13:06:51+00:00,https://twitter.com/MeloarFreilhec/status/1848712625091158136,c'etait pas l'annee derniere ca ?,neutre,autre,basse,False,False,72,non
1250,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés benitoo75018nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-13 15:48:43+00:00,https://twitter.com/Freebox/status/1834620231622291797,"la messagerie privee x n'est plus disponible, et nous en sommes desoles benitoo75018nnretrouvez-nous des a present sur messenger &gt; nou via",neutre,autre,basse,False,False,72,non
388,ItsMaaatt,oh bougez votre cul,2024-07-30 15:24:43+00:00,https://twitter.com/ItsMaaatt/status/1818306736731668645,oh bougez votre cul,neutre,autre,basse,False,False,72,non
811,psgsetifien,qui est chez ici ? free est ce que vous aussi y a une maintenance ?,2024-08-23 23:11:35+00:00,https://twitter.com/psgsetifien/status/1827121536819437606,qui est chez ici ? free est ce que vous aussi y a une maintenance ?,neutre,technique,basse,False,False,72,non
3079,Freebox,"bonjour,nla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger afin qu'on puisse faire le point sur votre déménagement :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-14 11:15:51+00:00,https://twitter.com/Freebox/status/1900506152263201224,"bonjour,nla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger afin qu'on puisse faire le point sur votre demenagement :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,basse,False,False,72,non
3097,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger pour qu'on puisse discuter ensemble de votre problème :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-18 08:42:09+00:00,https://twitter.com/Freebox/status/1901917026257657933,"bonjour,nnla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger pour qu'on puisse discuter ensemble de votre probleme :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,basse,False,False,72,non
3306,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nsi votre demande n'est toujours pas prise en charge, retrouvez-moi dès à présent sur messenger :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-04-17 14:15:13+00:00,https://twitter.com/Freebox/status/1912872482350027029,"bonjour,nnla messagerie privee x n'est plus disponible. nsi votre demande n'est toujours pas prise en charge, retrouvez-moi des a present sur messenger :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,basse,False,True,72,oui
6,Freebox,rt : ️ des personnes malveillantes se font passer pour le service client de free dans le but de faire baisser votre facture freebox :…,2021-08-09 07:35:31+00:00,https://twitter.com/Freebox/status/1424635437834981377,rt : des personnes malveillantes se font passer pour le service client de free dans le but de faire baisser votre facture freebox :...,neutre,fibre,basse,False,False,72,non
670,RatDegoutMaudit,"bonjour,nnquand vais-je recevoir les étiquettes pour vous restituer le matériel svp ?npuis-je vous le rendre directement en boutique ?nmerci",2024-08-17 12:01:33+00:00,https://twitter.com/RatDegoutMaudit/status/1824778592854675580,"bonjour,nnquand vais-je recevoir les etiquettes pour vous restituer le materiel svp ?npuis-je vous le rendre directement en boutique ?nmerci",positif,autre,basse,False,False,72,non
2285,zeyrniyx,la boutique de mulhouse comporte des personnels qui sont totalement irrespectueux de leur client. une honte. sans parler de votre service free proxy qui est un scandale à lui tout seul car il nous donnent des informations erronées..,2024-11-05 16:57:39+00:00,https://twitter.com/zeyrniyx/status/1853844138191368482,la boutique de mulhouse comporte des personnels qui sont totalement irrespectueux de leur client. une honte. sans parler de votre service free proxy qui est un scandale a lui tout seul car il nous donnent des informations erronees..,neutre,service,basse,False,False,72,non
3387,itsgolddigger,"on a souscrit, on a payé, et depuis ? silence total.naucune vraie solution, aucune réparation.njuste l’impression d’être une vache à lait abandonnée une fois l’argent encaissé.n vous comptez faire votre boulot un jour ?n",2025-05-08 20:00:21+00:00,https://twitter.com/itsgolddigger/status/1920569481576735074,"on a souscrit, on a paye, et depuis ? silence total.naucune vraie solution, aucune reparation.njuste l'impression d'etre une vache a lait abandonnee une fois l'argent encaisse.n vous comptez faire votre boulot un jour ?n",neutre,autre,haute,True,False,2,non
2801,Omwami_Muteshi,"c'est maintenant trois mois que je me suis désabonné de vos services de box wi-fi et que j'ai retourné tous les articles, y compris les routeurs et la box wi-fi. vous continuez à prélever de l'argent sur mon compte malgré le fait que je sois venu dans vos bureaux et que j'ai effectué toutes les démarches nécessaires. quelle est la solution à cela ?",2024-12-05 13:09:01+00:00,https://twitter.com/Omwami_Muteshi/status/1864658235266892076,"c'est maintenant trois mois que je me suis desabonne de vos services de box wi-fi et que j'ai retourne tous les articles, y compris les routeurs et la box wi-fi. vous continuez a prelever de l'argent sur mon compte malgre le fait que je sois venu dans vos bureaux et que j'ai effectue toutes les demarches necessaires. quelle est la solution a cela ?",positif,fibre,basse,False,False,72,non
2111,tibooob93,normal que depuis hier on est que des coupures et plus de wifi ? nj’attends des réponses,2024-10-23 17:49:24+00:00,https://twitter.com/tibooob93/status/1849146116337754449,normal que depuis hier on est que des coupures et plus de wifi ? nj'attends des reponses,neutre,réseau,haute,True,False,2,non
1658,adam_phior,va falloir vous bougez le cul strasbourg,2024-10-02 21:59:54+00:00,https://twitter.com/adam_phior/status/1841599011695837260,va falloir vous bougez le cul strasbourg,neutre,autre,basse,False,False,72,non
2372,Alexand40685534,"comment peut-on faire pour avoir la fibre dans son nouveau logement ? demande de déménagement de la ligne fin septembre, aujourd'hui 10 novembre, toujours rien ...",2024-11-10 17:44:40+00:00,https://twitter.com/Alexand40685534/status/1855667905938980919,"comment peut-on faire pour avoir la fibre dans son nouveau logement ? demande de demenagement de la ligne fin septembre, aujourd'hui 10 novembre, toujours rien ...",neutre,fibre,basse,False,True,72,oui
