tweet_id,author,text,date,url,sentiment,category,priority,is_urgent,needs_response,estimated_resolution_time
1960,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés miloogltnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-10-17 12:02:23+00:00,https://twitter.com/Freebox/status/1846884460064588284,neutral,autre,basse,False,True,15
1626,ponceto91,". nous n'avons plus d'internet à massy, quartier avenue nationale, et ce depuis hier. vous semblez faire des interventions de pm. quand comptez-vous rétablir le réseau fibre du quartier ?",2024-10-02 11:16:53+00:00,https://twitter.com/ponceto91/status/1841437192863846651,neutral,réseau,basse,False,True,45
1037,jeromehuet,"bonsoir, j'ai reçu un mail avec une demande rio, sauf que je n'ai rien demandé. est-ce normal ?",2024-09-04 18:58:50+00:00,https://twitter.com/jeromehuet/status/1831406586453225504,neutral,question,basse,False,True,7
2126,Petit_filou_tub,"où est passé le sens commercial, aucune réponse par un être humain sur appli et aucune considération par la hotline 3244. client depuis pas mal d'années box et mobile, contraint de résilier, aucun geste commercial proposé, on préfère perdre un client fidèle... très déçu.",2024-10-24 11:32:26+00:00,https://twitter.com/Petit_filou_tub/status/1849413637003215306,positive,compliment,basse,False,False,2
49,Ben29072013,13 minutes 13 sec!! c'est le temps encoreeeee une fois perdu à attendre après free pour résoudre un problème récurent !! incompétence !! ils ne répondent jamais!!,2024-07-16 16:50:39+00:00,https://twitter.com/Ben29072013/status/1813254932449140912,negative,autre,haute,True,True,45
3199,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nnretrouvez-moi dès à présent sur messenger pour faire un point sur votre ligne fixe et mobile :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-31 14:37:51+00:00,https://twitter.com/Freebox/status/1906717581479723330,neutral,autre,basse,False,True,15
2395,Shanicebebe,vous êtes tellement dingue de couper le réseau comme ça vous !!,2024-11-13 08:52:23+00:00,https://twitter.com/Shanicebebe/status/1856621118708232483,neutral,réseau,basse,False,True,45
1776,OmaewaYass,déjà comment ça se fait on est chez depuis 2006 et on a pas de cadeau de fidélité genre une télé de fou ?,2024-10-07 15:03:11+00:00,https://twitter.com/OmaewaYass/status/1843306081076064473,neutral,question,moyenne,False,True,15
3316,ThomasTriger,euuuuuh pourquoi j’ai plus du tout internet depuis hier soir?,2025-04-28 07:11:49+00:00,https://twitter.com/ThomasTriger/status/1916752196546240600,neutral,question,basse,False,True,7
3576,nvmmm59,j’ai pareil frero plus internet depuis deux semaine anule mes rdv technicien et mtn me dis on peut rien faire y’a un problème collectif ( ils mentent tout le quartier a internet sauf moi ) donc je comprend mieu tes prix enft pour des services si minable,2025-06-01 19:28:50+00:00,https://twitter.com/nvmmm59/status/1929258856837697986,negative,facturation,haute,True,True,45
630,chicoleziz,pourquoi suis-je ds l’attente de mon remboursement de 190€ promis depuis fin juin?jai contacté votre assistance à 0.45ct/min pdt 8min le 6aout vous m’aviez confirmé que le virement etait en cours depuis le 5 j’attends tjrs!,2024-08-14 06:10:02+00:00,https://twitter.com/chicoleziz/status/1823602965891920152,neutral,question,basse,False,True,7
229,2d441980,"j’ai eu ça pendant 3 mois, un camion a heurté l’armoire fibre de mon quartier. clairement à part être patient free ne propose rien, le pire c’est que j’ai été obligé de prendre un abonnement 4g à mes frais pour survivre.",2024-07-23 08:00:18+00:00,https://twitter.com/2d441980/status/1815658181621637467,neutral,abonnement,basse,False,True,15
3726,luvhetmongi,"par pitié ça fais 3 semaines j’ai plus de connexion, on appelle et à chaque fois on nous dis quelques choses de différent. remettez nous de la co",2025-06-11 15:58:27+00:00,https://twitter.com/luvhetmongi/status/1932829793235652621,neutral,autre,basse,False,True,15
1386,FreeFoot,"annonce partenariat nn est fier de devenir partenaire officiel de 3 clubs historiques du football français : le psg, l'om et l'ol.nn️ le cp :",2024-09-20 08:30:14+00:00,https://twitter.com/FreeFoot/status/1837046599412850807,neutral,autre,basse,False,True,15
169,So0609930698002,panne freebox probleme connexion,2024-07-19 18:36:29+00:00,https://twitter.com/So0609930698002/status/1814368731113324770,negative,technique,haute,True,True,90
2022,durandi45959235,c'est quoi ce délire chez free ?? j'ai la box ultra avec pleins de chaines normalement que j'ai eu du début :paris première teva et là on me dit que je dois m'abonner pour les voir ?? c'est une blague ??,2024-10-20 19:28:59+00:00,https://twitter.com/durandi45959235/status/1848084015842316691,neutral,question,basse,False,True,7
2061,MeloarFreilhec,c’était pas l’année dernière ça ?,2024-10-22 13:06:51+00:00,https://twitter.com/MeloarFreilhec/status/1848712625091158136,neutral,question,basse,False,True,7
1094,Mme_Reyna,please !! laissez moi retrouver ma connexion pleaaaaaaaaaseeeee helppppppp,2024-09-06 17:55:25+00:00,https://twitter.com/Mme_Reyna/status/1832115403536904494,neutral,autre,basse,False,True,15
2617,WaBiiiiZ,hey me reste 2-3 mois à faire chez vous remboursez des frais de résiliation par hasard ?,2024-11-25 16:34:50+00:00,https://twitter.com/WaBiiiiZ/status/1861086151315988807,neutral,question,basse,False,True,7
1016,socrate142,"bonjour nnous sommes abonnés box ultra (14880) et depuis hier soir, plus de réseau apparemment... nous avons fait le 3244 ..un sms nous a été envoyé pour convenir d'un rdv mais le lien ne marche pas ! ...comment fait-on ??(et bien sûr, couverture 4g aléatoire en normandie)",2024-09-04 07:12:57+00:00,https://twitter.com/socrate142/status/1831228942042145145,neutral,réseau,moyenne,False,True,90
2984,Djnono49,honte à car une panne fibre il mette 15 jours à venir dépanner alors que j’ai signalé que j’avais besoin du réseau pour les personnes atteint de maladie qui peuvent avoir besoin de moi! et je reste injoignable. 15 sans internet!! j’espère aussi un geste commercial,2025-02-22 10:03:25+00:00,https://twitter.com/Djnono49/status/1893240166929535058,neutral,réseau,haute,True,True,135
387,StyrosCyclisme,si c’était un accident ou la météo j’en sais rien quelque chose qui a cassé la ligne mais là les mecs ont débranché d’eux même comme si j’avais demandé le changement d’adresse sans raison c’est une folie,2024-07-30 15:20:44+00:00,https://twitter.com/StyrosCyclisme/status/1818305734750171593,neutral,autre,basse,False,True,15
1198,CODLuan,"hola, possible de regarder pourquoi ma connexion va aussi vite qu'un poney dans une course de chevaux ? cordialement",2024-09-11 10:08:29+00:00,https://twitter.com/CODLuan/status/1833809831888654417,neutral,question,basse,False,True,7
331,ServalMtp,dites serait ce possible de vous avoir pour un problème de stabilité de connexion internet ?,2024-07-29 08:25:25+00:00,https://twitter.com/ServalMtp/status/1817838829723697572,negative,question,haute,True,True,22
2789,deubeuliouuu6,vous vraiment je vous déteste,2024-12-05 07:19:57+00:00,https://twitter.com/deubeuliouuu6/status/1864570388304306438,neutral,autre,basse,False,True,15
2127,aqsim10,"ça fait 15 ans chez gré , je déménage à villebon sur yvette j’appelle free car jai fibre quand je fais le test sur la carte officielle, j’appelle je tombe sur une femme malpolie qui me sort « c’est faux vous mentez vous vous tromper c’est pas free » mais c’est quoi ce bordel ??",2024-10-24 12:17:10+00:00,https://twitter.com/aqsim10/status/1849424895353974932,neutral,question,basse,False,True,7
968,an0nym21,vdm: faire le choix de plutôt que . fibre opérationnelle le 30/08 à midi. plus de signal le 30/08 à 23h10. depuis on m'annonce un délai d'une semaine pour l'arriver d'un technicien. honteux vdm onfaitlemax mauvaischoix ndois-je changer d'opérateur ?,2024-09-02 17:31:50+00:00,https://twitter.com/an0nym21/status/1830659916983607575,neutral,réseau,basse,False,True,45
2590,ina_gzii,c normal de pas avoir de wifi depuis mercredi mdr ? pas de wifi pas de télévision ?,2024-11-23 20:20:24+00:00,https://twitter.com/ina_gzii/status/1860418142146551841,neutral,question,basse,False,True,7
1287,poesieandpages,"jour 15 - toujours pas de wifi chez moi, c’est quoi ce bordel free",2024-09-16 10:06:38+00:00,https://twitter.com/poesieandpages/status/1835621307901264184,neutral,autre,basse,False,True,15
3307,jodellavega,"cela fait plus de 4 jours que je n’ai plus internet, aucune reponse de l’assistance impossible de joindre un conseiller. comment faire ?",2025-04-20 15:13:16+00:00,https://twitter.com/jodellavega/status/1913974251557634465,neutral,question,moyenne,False,True,15
1872,OppenheimerFR,quand y'a une freebox revolution light à 30€ par mois mais que toi t'y as pas le droit parce que t'as déjà la freebox revolution à 45€ par mois,2024-10-12 13:40:45+00:00,https://twitter.com/OppenheimerFR/status/1845097275837604128,neutral,question,basse,False,True,7
60,soulakhey,de l’aide s’il vous plaît,2024-07-17 19:11:00+00:00,https://twitter.com/soulakhey/status/1813652642113229136,neutral,autre,moyenne,False,True,30
2879,lezebracademy,"nnbonjour, nnje reste dans l'attente de la réponse d'un être humain via l'assistance whatsapp depuis plusieurs jours... (sic).nnj'ai question sur une double facturation.",2024-12-10 10:34:48+00:00,https://twitter.com/lezebracademy/status/1866431365392269591,neutral,facturation,moyenne,False,True,30
1181,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés jah_jahjahnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-10 10:16:25+00:00,https://twitter.com/Freebox/status/1833449443946860656,neutral,autre,basse,False,True,15
3678,j_facemaker,"pas d'internet depuis hier 16h (freebox bloqué etape 2). ticket ouvert, vous me demandez de prendre un rdv, mais je ne peux rien sélectionner. on fait comment ?",2025-06-06 17:01:50+00:00,https://twitter.com/j_facemaker/status/1931033802958110894,neutral,question,critique,True,True,30
529,CHARRONVALERIE,panne des services free depuis 2 jours. et silence complet. c est inadmissible. qui peut répondre ? serviceclientfreecatastrophisue,2024-08-08 06:38:56+00:00,https://twitter.com/CHARRONVALERIE/status/1821435911332118833,negative,technique,haute,True,True,90
572,Anaaconda13,pire service client,2024-08-09 12:55:59+00:00,https://twitter.com/Anaaconda13/status/1821893186769305610,neutral,autre,basse,False,True,15
993,WalidNEHAL,"bonjour ma freebox est bloquée à l’étape 2. l’assistance de proximite me dit : « jusqu'au rétablissement de vos services, vous pouvez utiliser le partage de connexion entre vos appareils. » nvous ne proposez pas de box 4g??",2024-09-03 13:16:20+00:00,https://twitter.com/WalidNEHAL/status/1830958004071522435,neutral,question,critique,True,True,30
2553,ricou44330,vos serveurs de mail sont hs ?,2024-11-21 16:13:30+00:00,https://twitter.com/ricou44330/status/1859631232696361246,neutral,question,basse,False,True,7
1466,vanoush_15,hellooooooo j'ai plus internet chez moi. nje regardais un bon film c'est la deuxième fois cette semaine !,2024-09-24 22:46:14+00:00,https://twitter.com/vanoush_15/status/1838711569103901037,neutral,autre,basse,False,True,15
1798,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés mayima_nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-10-08 11:44:54+00:00,https://twitter.com/Freebox/status/1843618570212684084,neutral,autre,basse,False,True,15
1644,m8_pxoupiou,moi aussi mon opérateur c’est free et ma co a vraiment des soucis depuis quelques jours,2024-10-02 18:22:40+00:00,https://twitter.com/m8_pxoupiou/status/1841544342437298223,neutral,autre,basse,False,True,15
379,Hagnard,"j’ai une box mais l’installation fibre niveau du boîtier c’est , celui-ci est dans un état catastrophique et on est souvent sectionné les techniciens free arrivent souvent à réparer mais aujourd’hui c’est pas possible ça fait 1 ans qu’on dit à que le boîtier est",2024-07-30 12:09:23+00:00,https://twitter.com/Hagnard/status/1818257578872193441,neutral,autre,basse,False,True,15
3121,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger pour qu'on puisse faire le point ensemble :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-20 09:42:39+00:00,https://twitter.com/Freebox/status/1902657025089454548,neutral,autre,basse,False,True,15
2768,UnRoumainCPE,j'attend toujours l'appel de votre service commercial! cela fait maintenant 6 jours que vous m'avez coupe de ma connexion internet or je suis censé faire prospérer mon entreprise! sans internet c'est compliqué et je perds potentiellement des clients... donc de l'argent,2024-12-04 12:47:42+00:00,https://twitter.com/UnRoumainCPE/status/1864290481166774628,positive,compliment,basse,False,False,2
2130,AlexLeMagnifik,webmail de en panne. impossible de se connecter depuis presque une heure.,2024-10-24 12:32:47+00:00,https://twitter.com/AlexLeMagnifik/status/1849428824821317871,negative,technique,haute,True,True,90
1346,RemeorLol,"plus d'internet depuis 10h chez moi, m'envoie des sms et des mails toutes les heures pour que je prenne un rdv sur leur interface qui à chaque fois me dit qu'elle n'a aucun rdv disponible.nbien entendu, pas moyen de communiquer avec un être humain.",2024-09-18 18:46:13+00:00,https://twitter.com/RemeorLol/status/1836476840728236476,neutral,autre,basse,False,True,15
1328,SUKO_JAYA,votre site d'assistance m a redirigé vers whatsapp... mais c'était il y a 4heures. qqn répondra ou je patiente pour rien ?,2024-09-18 10:58:13+00:00,https://twitter.com/SUKO_JAYA/status/1836359063820460191,neutral,question,basse,False,True,7
166,Acedu34,idem dans le 34,2024-07-19 18:35:39+00:00,https://twitter.com/Acedu34/status/1814368519506550808,neutral,autre,basse,False,True,15
201,tutosfaciles48,bonjour des nouvelles concernant l'étape 3d rencontrée sur certains freebox dans la région nantaises ? un eta de prévisionnel ? merci (cc ),2024-07-22 10:39:26+00:00,https://twitter.com/tutosfaciles48/status/1815335841469780007,positive,compliment,basse,False,False,2
2400,CME_fra,": je viens de souscrire à une offre chez vous par téléphone. je demande à la conseillère deux décodeurs tv supplémentaires à la souscription, on me confirme que c'est ok et on me propose même le deuxième décodeur à 4,99 € par mois et le troisième offert. je souscris donc avec plaisir. deux jours après, je reçois un colis avec un seul décodeur. je téléphone alors au 3244 en demandant poliment si les deux autres sont en cours de livraison. ma demande n'ayant pas été satisfaite, j'ai reçu un messag...",2024-11-13 13:29:39+00:00,https://twitter.com/CME_fra/status/1856690895946473579,neutral,abonnement,basse,False,True,15
1258,Jahlailama,chez moi ça fonctionne mais j’ai plus de débit fibre,2024-09-13 17:20:25+00:00,https://twitter.com/Jahlailama/status/1834643309161046493,neutral,autre,basse,False,True,15
1082,Caraawastaken,depuis quelques temps ya des soucis avec free nc'est pareil pour moi nntous les soirs tu vois tweeter en feu contre,2024-09-06 09:40:59+00:00,https://twitter.com/Caraawastaken/status/1831990975654228296,neutral,autre,basse,False,True,15
3543,JulieSoulima,"déjà 1 mois sans internet ! il y a 15 jours, free proxi m'indique que quelqu'un doit passer. je peux avoir un rdv le 4 juin. c'est trop loin, on me passe sur liste prioritaire, total : plus de rdv du tout ! et impossible de joindre un autre service !",2025-05-28 17:29:26+00:00,https://twitter.com/JulieSoulima/status/1927779259491233878,neutral,autre,basse,False,True,15
3674,xXD4rkXx68,"pas internet depuis 24h due très probablement a une cassure fibre externe, aucun conseillé ou technicien ne m’a contacté depuis, malgres plusieurs tentatives de contact dont un ticket ouvert, c’est plaisant de payer un service qui ne fonctionne pas",2025-06-06 12:10:18+00:00,https://twitter.com/xXD4rkXx68/status/1930960436679123116,neutral,autre,basse,False,True,15
162,Fredaprilia,help je suis bloqué a l étape 6 et votre service client est injoignable. une idée svp ?,2024-07-19 18:35:06+00:00,https://twitter.com/Fredaprilia/status/1814368381832692008,neutral,question,critique,True,True,30
1052,faycalCM,c’est possible de répondre à mon appel au lieu de me dire « vous êtes actuellement en discussion avec un membre de l’équipe…. »nça fait 48h que je n’ai plus internet je discute avec personne la !!,2024-09-05 14:25:19+00:00,https://twitter.com/faycalCM/status/1831700139058118956,neutral,autre,basse,False,True,15
3132,DaddyKaspi,"comment ça se passe pour un déménagement de ligne, faut s'appeler pour être considéré ou 14 ans de fidélité c'est bon ?",2025-03-20 16:28:12+00:00,https://twitter.com/DaddyKaspi/status/1902759086354993557,neutral,question,moyenne,False,True,15
3548,TroadecSte3200,neffarant…. je sors de la boutique free de brest… déjà client j’ai construit une maison mais le réseau fibre n’est pas construit ni adsl… je souhaite une box 5g… on me dit non pas éligible et que je dois attendre des mois de construction de réseau par orange,2025-05-29 10:36:05+00:00,https://twitter.com/TroadecSte3200/status/1928037625308303808,neutral,réseau,basse,False,True,45
2242,BlaisePere,?? j'ai parfois des problèmes (zéro connexion sauf en wifi chez moi). éteindre puis rallumer le téléphone a à chaque fois réglé le problème.,2024-11-02 22:44:00+00:00,https://twitter.com/BlaisePere/status/1852844134597300448,negative,question,haute,True,True,22
2573,math_cheminais,"sinon chez , vous avez pensé a réparer vos équipements pour assurer le service de vos clients au lieu de chercher la bagarre devant des supermarchés?",2024-11-22 16:40:24+00:00,https://twitter.com/math_cheminais/status/1860000388755390691,positive,question,basse,False,True,7
149,pik971,quand tu appel sa sonne pas et ça nous dit que c’est un numéro non attribué.,2024-07-19 18:30:20+00:00,https://twitter.com/pik971/status/1814367183868203302,neutral,question,basse,False,True,7
1789,Freebox,"désolé pour notre temps de réponsennla messagerie privée x n’est plus disponible, et nous en sommes désolés. nvous n'avez pas encore envoyé de dm ? retrouvez-moi dès à présent sur messenger &gt; ou via - free",2024-10-08 08:12:08+00:00,https://twitter.com/Freebox/status/1843565024415006782,neutral,question,basse,False,True,7
596,Juliendu75,donc va ajouter de la pub sur netflix oknnmais le tarif c'est comment?,2024-08-11 14:52:12+00:00,https://twitter.com/Juliendu75/status/1822647211026518355,neutral,question,moyenne,False,True,15
1901,ChrismakerMdg,22 heures !! j’ai eu la fibre que pendant 22 heures avant d’être coupé à nouveau non doit être sur un nouveau record de médiocrité là,2024-10-15 11:44:50+00:00,https://twitter.com/ChrismakerMdg/status/1846155269484445842,neutral,autre,basse,False,True,15
905,Xavier75,thank you nit was a pleasure to play for you,2024-08-28 18:42:11+00:00,https://twitter.com/Xavier75/status/1828865679979676122,neutral,autre,basse,False,True,15
1138,oxman,ça fait plus de 30j que je fais que de vous envoyer des messages sur votre assistance et vous me répondez : blabla on ne sait pas quand ça sera réparé,2024-09-09 13:32:56+00:00,https://twitter.com/oxman/status/1833136511123873903,neutral,question,basse,False,True,7
1486,chaoticvibing,"hello , les courbes de débit sur freebox os ont l'air équivalentes (à quelques mo/s près) entre download et upload, et les stats sont fausses (plus de 70go dl mais seulement 365mo reportés)",2024-09-25 21:39:26+00:00,https://twitter.com/chaoticvibing/status/1839057145481805930,neutral,autre,basse,False,True,15
1010,jokerjim90,et je passe le fait que ma box se déconnecte presque tous les soirs et qu'une bonne dizaines de techniciens sont venus et que le problème existe toujours. et qu'elle dédommagement pour ça ? juste 4€ bravo,2024-09-03 21:06:03+00:00,https://twitter.com/jokerjim90/status/1831076214083047925,neutral,compliment,haute,True,False,7
832,natation78,2ème incident en un mois. pas d’internet ni wifi ni réseau mobile. 24hs sans disposer d’un service promis et aucune solution trouvée ni geste commercial. freeproxi inefficace avec des réponses inappropriées . la solution est le désabonnement total?,2024-08-25 09:16:13+00:00,https://twitter.com/natation78/status/1827636084794089975,positive,réseau,basse,False,True,45
1826,ByGsantax,"il se passe quoi sur votre réseau ces derniers jours ? seconde fois de la semaine que je n'ai plus rien ni sur la box, ni sur ma puce mobile.n(haute garonne)nnheureusement que mon boulot me fournit un second tel avec une sim pour hotspotnn",2024-10-09 23:34:30+00:00,https://twitter.com/ByGsantax/status/1844159534023180774,neutral,réseau,critique,True,True,180
1580,LaisneMathieu,"salut nc'est normal l'absence de vrai communication avec le 3244?nboite vocal automatique, plein d'options qui ne correspondent pas, et à la fin, veuillez enregistrer votre message et vous serez recontacter",2024-09-30 17:23:16+00:00,https://twitter.com/LaisneMathieu/status/1840804618252489097,neutral,question,basse,False,True,7
2393,SamZirah,"je suis dépité! je regrette tellement d'avoir pris une boxe pour mes studios. wifi instable et maintenant wifi en panne depuis hier, personne chez n'est en mesure de lancer une intervention rapidement afin de régler le problème. donc pas de live certainement ce soir.",2024-11-13 07:21:01+00:00,https://twitter.com/SamZirah/status/1856598126213378319,negative,technique,haute,True,True,90
2399,ThomassinMarti4,problème portables et freeboxndans le 93 ??,2024-11-13 11:34:32+00:00,https://twitter.com/ThomassinMarti4/status/1856661924861104232,negative,question,haute,True,True,22
2091,majin_25,ya une panne free ?,2024-10-22 22:48:50+00:00,https://twitter.com/majin_25/status/1848859085774721353,negative,technique,haute,True,True,90
3549,SpriingUech,problème de box encore… ça devient pénible… on ne peut pas passernun jour férié tranquille a la maison à profiter des services qu’on paye.,2025-05-29 17:49:52+00:00,https://twitter.com/SpriingUech/status/1928146787560308817,negative,autre,haute,True,True,45
2350,ShootNet,"coupure fibre optique depuis le 14/10 sur le secteur orsay moulon. en tant que gestionnaire de l'infra fibre, vous ne voudriez pas donner un peu de visibilité aux opérateurs ? et dans le flou total sur les dates d'intervention...",2024-11-08 13:58:36+00:00,https://twitter.com/ShootNet/status/1854886242418081824,neutral,question,basse,False,True,7
183,vv35sissitwitte,idem dans le 17,2024-07-19 19:30:21+00:00,https://twitter.com/vv35sissitwitte/status/1814382286923567349,neutral,autre,basse,False,True,15
899,twik_twok,salut quand est-ce que je pourrai demander l'échange de mon répéteur wi-fi 5 par un wi-fi 7 ??!?!?!?!nce n'est toujours pas dispo sur mon interface nmerci,2024-08-28 16:09:15+00:00,https://twitter.com/twik_twok/status/1828827191943254260,positive,compliment,basse,False,False,2
1387,free,nous actuellement :,2024-09-20 08:33:04+00:00,https://twitter.com/free/status/1837047312293536095,neutral,autre,basse,False,True,15
598,XaM0u,"bonjour 3 mois que j’ai demandé un déménagement fibre, 3 mois que le dossier est au point mort malgré un nombre incalculable d’envois d’informations pour faire bouger le dossier… vous venez de perdre un client fidèle depuis 2001.",2024-08-12 08:13:10+00:00,https://twitter.com/XaM0u/status/1822909175535673531,neutral,autre,basse,False,True,15
1272,ASL085829571937,moi aussi!,2024-09-14 19:35:17+00:00,https://twitter.com/ASL085829571937/status/1835039635669463071,neutral,autre,basse,False,True,15
2094,cestclaudia,donc la tout mon quartier est blacklisté de fibre (??) mais j’ai pas un seul mail de pour m’en informer. j’ai juste plus internet et je dois faire les recherches moi même et en attendant il prenne l’argent de mon abonnement. ça me dégoûte,2024-10-23 07:51:54+00:00,https://twitter.com/cestclaudia/status/1848995750853668890,neutral,abonnement,basse,False,True,15
191,mattspears83,et ce qui est très très énervant c’est que ils font les morts ! ngenre l’assistance est censée t’appeler en 45mn … ça fait 1h30 et aucun appel ou message ! nservice calamiteux ! n : votre sav est nul ! sachez le ! n nfree freebox,2024-07-21 10:00:28+00:00,https://twitter.com/mattspears83/status/1814963647577243680,negative,autre,basse,False,True,15
631,JesusForain,pourquoi peujard (33240) est exclu de la fibre free?ncommune fibrée depuis 1an et les seuls à en profiter sont les voisins abonnés chez la concurrence,2024-08-14 08:36:16+00:00,https://twitter.com/JesusForain/status/1823639764706234386,neutral,question,basse,False,True,7
2920,InatowKuuuun,"jeudi, 12 décembre, 2024, 20h33min50sec.nbon moment pour rappeler que free même avec la fibre c'est de la grosse merde n'allez jamais chez",2024-12-12 19:33:48+00:00,https://twitter.com/InatowKuuuun/status/1867291784415490300,neutral,autre,basse,False,True,15
254,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés reisen67. nnretrouvez-moi dès à présent sur messengern sommes également disponibles via d'autres canauxn – free",2024-07-25 07:24:37+00:00,https://twitter.com/Freebox/status/1816373978530746777,neutral,autre,basse,False,True,15
2589,k_nji750,je vous aimes bien les gars mais les micro coupure de connexion internet c’est pq faire,2024-11-23 19:07:56+00:00,https://twitter.com/k_nji750/status/1860399906634047977,neutral,autre,basse,False,True,15
2302,Verdicts1,"et moi, je n'y ai pas droit ?nn",2024-11-06 12:23:26+00:00,https://twitter.com/Verdicts1/status/1854137514358866390,neutral,question,basse,False,True,7
2664,invmorata,c’est normal qu’on me douille depuis plusieurs mois sur les factures et que je n’arrive à joindre personne à ce sujet??,2024-11-28 13:23:48+00:00,https://twitter.com/invmorata/status/1862125238844031131,neutral,facturation,basse,False,True,15
203,XILOTHOR_,serait-il possible de ce joindre par message privé,2024-07-22 11:13:29+00:00,https://twitter.com/XILOTHOR_/status/1815344412030837164,neutral,autre,basse,False,True,15
1173,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés bnwit. nnretrouvez-moi dès à présent sur messengern sommes également disponibles via d'autres canauxn – free",2024-09-10 08:23:13+00:00,https://twitter.com/Freebox/status/1833420955810427177,neutral,autre,basse,False,True,15
3735,GoodPioupiou,"bonjour, comment récupérer les identifiants (plus de papier de la souscription) pour ma mère âgée afin de gérer une panne de sa freebox ? merci !",2025-06-13 15:00:46+00:00,https://twitter.com/GoodPioupiou/status/1933540051259998454,neutral,technique,haute,True,True,90
1961,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés hugo_miskinennretrouvez-nous dès à présent sur messenger &gt; nou via",2024-10-17 12:02:59+00:00,https://twitter.com/Freebox/status/1846884612070310229,neutral,autre,basse,False,True,15
2534,xZiqouille,"je suis obligé de contacter toutes les 2 semaines depuis que je suis chez eux pour divers problèmes, encore ce soir j'ai des déconnexions en boucle pendant plusieurs heures mais vous inquiétez pas ils ont la solution. j'enverrai la facture internet mobile à la fin du mois",2024-11-20 23:08:56+00:00,https://twitter.com/xZiqouille/status/1859373392048038312,negative,facturation,haute,True,True,45
3341,vjamartins,bonjour j’ai souscrit à votre offre freebox le 18/03 et un technicien s’est déplacé pour l’installation de la fibre sans parvenir à faire le raccordement. depuis 2 rdv annulés la veille… dernier contact on me propose le 06/06. difficile d’être client chez vous…,2025-05-04 16:16:36+00:00,https://twitter.com/vjamartins/status/1919063621344145438,negative,autre,basse,False,True,15
3058,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger si le problème est persistant :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-11 14:40:19+00:00,https://twitter.com/Freebox/status/1899470447269351533,negative,autre,haute,True,True,45
757,thunder5962,"monsieur free, je reçois sans arrêt des appels sur mon mobile qui est sur liste rouge et sur bloctel. j'ai déjà dit que je ne suis pas intéressé et ça continue. faut déposer une plainte pour que cela cesse ?",2024-08-21 17:13:43+00:00,https://twitter.com/thunder5962/status/1826306699810275444,neutral,réclamation,basse,False,True,60
1501,hugopll17,totalement désemparé face a cette décision.. c’est dans vos habitudes de me promettre un poste et de d’assurer que l’on peux démissionner ?nntout ça pour qu’au final la prise de poste soit annulée 4 jours avant mon départ de mon entreprise actuelle ?,2024-09-26 13:03:30+00:00,https://twitter.com/hugopll17/status/1839289696964456735,negative,question,basse,False,True,7
860,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés buissonboinnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-08-26 13:51:49+00:00,https://twitter.com/Freebox/status/1828067831264493661,neutral,autre,basse,False,True,15
2560,serwalfang,"j'ai toujours des problèmes avec vous, avec la révolution et même maintenant avec la delta j'ai des erreurs de connexion le disant que je n'ai pas assez de débit et là maintenant j'ai encore le son qui est décalé de l'image, super pour voir les programme télé",2024-11-22 01:41:56+00:00,https://twitter.com/serwalfang/status/1859774283373019385,negative,technique,haute,True,True,90
2327,Gugu4000,"bonjour, suite à ma résiliation, j'ai été facturé par erreur pour une télécommande manquante. mon numéro client est le suivant : 33729874nndans le colis, il y avait deux télécommandes car l'une d'elle fût défaillante pendant l'abonnement,",2024-11-07 13:19:18+00:00,https://twitter.com/Gugu4000/status/1854513960998867403,negative,technique,haute,True,True,90
2193,Freebox,"bonjour kitishin,nnje comprends votre interrogation, sachez que si votre compte est concerné, vous avez reçu ou recevrez rapidement un email de free, sur votre adresse email de contact. nvous y trouverez toutes les informations à connaitre.",2024-10-26 09:20:14+00:00,https://twitter.com/Freebox/status/1850105143146041723,neutral,autre,basse,False,True,15
1653,gelbote,idem pour moi,2024-10-02 19:21:26+00:00,https://twitter.com/gelbote/status/1841559133830709678,neutral,autre,basse,False,True,15
